0,1,2,3,4,5,6,7,8
-93.983016,32.444532,Love's\,  RV Dump/Propane; 170 Truck Parking Spots; #0209,318-938-8986,I-20 Exit 3; 9600 Hwy 80 W,Greenwood,LA,71033,USA
-93.947338,32.445421,AMBEST\,  Outpost TC - Geenwood 50 Truck Parking Spots,318-938-7947,I-20 Exit 5; 8541 Greenwood Rd,Greenwood,LA,71033,USA
-93.9528,32.4461,TA\,  Shell 177 Truck Parking Spots; #0237,318-938-5411,I-20 Exit 5; 8560 Greenwood Rd,Greenwood,LA,71033,USA
-90.4579,30.476999999999997,Petro\,  Mobil 200 Truck Parking Spots; #0310,985-542-4981,I-12 Exit 40; 2100 S.W. Railroad Avenue,Hammond,LA,70403,USA
-90.455976,30.477546000000004,Pilot\, 60 Truck Parking Spots; #0300,985-345-5476,I-12/I-55 Exit 40; 2111 SW Railroad Ave,Hammond,LA,70403,USA
-93.516474,32.544996000000005,Pilot\, 90 Truck Parking Spots; #0199,318-390-9709,I-20 Exit 33; 490 North Elm St,Haughton,LA,71037,USA
-93.014736,30.2537,Pilot\, 88 Truck Parking Spots; #1051,337-582-5464,I-10 Exit 43; 1119 Lowe-Grout Rd,Iowa,LA,70647,USA
-92.0381,30.2521,TA\,  Phillips 128 Truck Parking Spots; #0161,337-237-0176,I-10 MM 101; 1701 North University Ave.,Lafayette,LA,70507,USA
-93.013108,30.253127000000003,Love's\,  RV Dump; 50 Truck Parking Spots; #0243,337-582-4528,I-10 Exit 43; 1118 Lowe-Grout Rd,Lake Charles,LA,70647,USA
-91.1792,32.7792,AMBEST\,  Outpost TC - Lake Providence 50 Truck Parking Spots,318-559-3045,I-20 Exit 171; 9420 Hwy 65 S,Lake Providence,LA,71254,USA
-90.444632,30.085471999999996,Pilot\, 150 Truck Parking Spots; #0082,985-652-0531,I-10/55 Exit 209; 4301 South Main St,LaPlace,LA,70068,USA
-93.248804,32.581978,Love's\,  RV Dump/Propane; 66 Truck Parking Spots; #0289,318-371-3790,I-20 Exit 49; 13510 Industrial Drive,Minden,LA,71055,USA
-93.1926,32.6832,AMBEST\,  Outpost TC - Minden 50 Truck Parking Spots,318-377-7169,I-20 Exit 49; 18051 Hwy 79,Minden,LA,71055,USA
-93.7054,32.8985,AMBEST\,  Outpost TC - Plain Dealing 50 Truck Parking Spots,318-326-4429,I-49 Exit 236; 598 S Louisiana St,Plain Dealing,LA,71064,USA
-91.24268599999999,30.445527000000002,Love's\,  RV Dump; 44 Truck Parking Spots; #0240,225-389-9111,I-10 Exit 151; 751 Lobdell Hwy S,Port Allen,LA,70767,USA
-91.963512,30.546703000000004,Love's\,  16 Truck Parking Spots; #0663,337-585-2527,Hwy 190 Exit Hwy 103/Saizan Ave; 17635 Highway 190,Port Barre,LA,70577,USA
-92.268089,30.250609999999998,AMBEST\,  Frog City Travel Plaza 130 Truck Parking Spots,337-334-3764,I-10 Exit 87; 1418 N Polk St,Rayne,LA,70578,USA
-91.759428,32.45905,Pilot\, 85 Truck Parking Spots; #0335,318-728-4100,I-20 Exit 138; 103 Grimshaw St,Rayville,LA,71269,USA
-93.66,32.3791,AMBEST\,  Relay Station - Shreveport 50 Truck Parking Spots,318-797-7015,10281 Hwy 1,Shreveport,LA,71115,USA
-93.90100000000001,32.4446,Petro\,  Shell 218 Truck Parking Spots; #0308,318-686-6111,I-20 Exit 8; 6910 W. Bert Kouns/Industrial Loop,Shreveport,LA,71129,USA
-89.7517,30.2848,TA\,  Marathon 159 Truck Parking Spots; #0180,985-643-9974,I-10 Exit 266; 1682 Gause Blvd,Slidell,LA,70458,USA
-90.29919699999999,29.973446999999997,Pilot\, 53 Truck Parking Spots; #1164,504-472-0771,10405 Airline Hwy,St Rose,LA,70087,USA
-91.2006,32.3886,TA\,  Marathon 135 Truck Parking Spots; #0046,318-574-5900,I-20 Exit 171; 224 Highway 65 South,Tallulah,LA,71282,USA
-91.197692,32.387821,Love's\,  RV Dump/Propane; 67 Truck Parking Spots; #0237,318-574-6413,I-20 Exit 171; 227 Hwy 65 S,Tallulah,LA,71282,USA
-93.58811999999999,30.17292,Love's\,  RV Dump; 150 Truck Parking Spots; #0362,337-589-9858,I-10 Exit 7; 2024A West St,Vinton,LA,70668,USA
-92.19348000000001,32.50802,Pilot\, RV Dump; 100 Truck Parking Spots; #0428,318-329-3590,I-20 Exit 112; 300 Well Rd,West Monroe,LA,71292,USA
-72.54494,42.16638,AMBEST\,  Pride Travel Center 200 Truck Parking Spots,413-592-6190,I-90 Exit 6; 363 Burnett Rd,Chicopee,MA,01020,USA
-72.6106,42.11002,AMBEST\,  Pride Travel Center 50 Truck Parking Spots,413-733-6126,I-91 Exit 8; 77 West St,Springfield,MA,01104,USA
-72.107945,42.066824,Pilot\, 250 Truck Parking Spots; #0222,508-347-9104,I-84 Exit 1; 400 Haynes St,Sturbridge,MA,01566,USA
-97.339371,49.877061,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots; #0788,204 -832-8952,Hwy 1 & Camp Manitou Rd.; 4100 Portage Ave,Headingley,MB,R4H 1C5,CAN
-98.21192099999999,49.973492,Flying J\, 40 Truck Parking Spots; #0803,204-857-9997,32120 Hwy #1 East,Portage La Prairie,MB,R1N 3B2,CAN
-97.188422,49.568763,Flying J\, 44 Truck Parking Spots; #0839,204-882-2550,354 Voyageur Rd,Ste Agathe,MB,R0G 1Y0,CAN
-97.0742,49.8912,Flying J\,  Cardlock 150 Truck Parking Spots; #0835,204-231-5485,131 Warman Rd & Hwy 59,Winnipeg,MB,R2J 3R3,CAN
-97.22930799999999,49.942178000000006,Flying J\, 20 Truck Parking Spots; #0804,204 -633-0663,1747 Brookside Blvd.,Winnipeg,MB,R2C 2E8,CAN
-76.23229,39.49712,AMBEST\,  Maryland House A Plus Sunoco,410-272-3854,I-95 MM 82,Aberdeen,MD,21001,USA
-76.5488,39.2775,TA 181 Truck Parking Spots; #0216,410-633-4611,I-95 Exit 57; 5501 O'Donnell Street cutoff,Baltimore,MD,21224,USA
-78.018327,39.628023,AMBEST\,  A C & T Big Pool Exxon 20 Truck Parking Spots,301-842-3289,I-70 Exit 12; 11079 Big Pool Rd,Big Pool,MD,21711,USA
-78.716666,39.672643,Love's\,  RV Dump/Propane; 90 Truck Parking Spots; #0537,301-759-0170,I-68 Exit E46 Exit W47; 13300 Ali Ghan Road NE,Cumberland,MD,21502,USA
-75.807571,39.638284999999996,Flying J\, 230 Truck Parking Spots; #0875,410-398-0287,I-95 Exit 109A; 221 Belle Hill Rd,Elkton,MD,21921,USA
-75.7974,39.6436,TA\,  Mobil 151 Truck Parking Spots; #0019,410-398-7000,I-95 Exit 109B; 1400 Elkton Road,Elkton,MD,21921,USA
-79.10068000000001,39.691935,Pilot\, 65 Truck Parking Spots; #0408,301-895-4536,I-68 Exit 22; 3000 Chestnut Ridge Rd,Grantsville,MD,21536,USA
-77.80678499999999,39.634043,Pilot\, 90 Truck Parking Spots; #0150,301-582-9004,I-70 & US 63; 11633 Greencastle Pike,Hagerstown,MD,21740,USA
-77.729749,39.60885,AMBEST\,  A C & T Sharpsburg Pike Exxon 15 Truck Parking Spots,301-797-0302,I-70 Exit 29; 1449 S Potomac,Hagerstown,MD,21740,USA
-77.732058,39.701391,Love's\,  Propane; 84 Truck Parking Spots; #0682,301-393-3740,I-81 Exit 10A; 18434 Showalter Rd,Hagerstown,MD,21742,USA
-77.784686,39.63132,AMBEST\,  A C & T Travel Center 175 Truck Parking Spots,301-582-2702,I-81 Exit 5B; 11564 Hopewell Rd,Hagerstown,MD,21740,USA
-77.783875,39.629071,Pilot\, 111 Truck Parking Spots; #0179,301-582-6111,I-81 Exit 5B; 16921 Halfway Blvd,Hagerstown,MD,21740,USA
-77.74488000000001,39.662684999999996,AMBEST\,  A C & T Garland Groh 4 Truck Parking Spots,301-582-5494,I-81 Exit 7B; 18141 Garland Groh Blvd,Hagerstown,MD,21741,USA
-76.7828,39.166,TA\,  BP 436 Truck Parking Spots; #0151,410-799-3835,I-95 Exit 41A; 7401 Assateague Drive,Jessup,MD,20794,USA
-75.949189,39.625393,Flying J\, RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0784,410-287-7110,I-95 Exit 100; One Center Dr,North East,MD,21901,USA
-76.009194,39.611583,AMBEST\,  Chesapeake House Sunoco 30 Truck Parking Spots,410-287-5641,I-95 MP 97; JFK Memorial Hwy,North East,MD,21901,USA
-76.065451,39.589705,Pilot\, 80 Truck Parking Spots; #0290,410-642-2883,I-95 Exit 93; 31 Heather Ln,Perryville,MD,21903,USA
-69.61645,44.594196999999994,AMBEST\,  Irving Fairfield 40 Truck Parking Spots,207-238-9979,I-95 Exit 132; 204 Center Rd,Fairfield,ME,04937,USA
-70.74811,43.09922,AMBEST\,  Irving Kittery 84 Truck Parking Spots,207-451-9780,I-95 Exit 2; 103 Rte 1 Bypas,Kittery,ME,03904,USA
-85.0816,42.3011,TA\,  BP Propane; 157 Truck Parking Spots; #0242,269-965-7721,I-94 Exit 104; 15874 Eleven Mile Rd.,Battle Creek,MI,49014,USA
-85.082396,42.303022999999996,Pilot\, 25 Truck Parking Spots; #0017,269-968-9949,I-94 Exit 104; 15901 Eleven Mile Rd,Battle Creek,MI,49014,USA
-86.412429,42.089737,Pilot\, Propane; 135 Truck Parking Spots/RV Parking; #0666,269-925-7547,I-94 Exit 30; 1860 East Napier Ave,Benton Harbor,MI,49022,USA
-83.869,43.3517,TA\,  Shell RV Dump; 70 Truck Parking Spots; #0198,989-777-7650,I-75 Exit 144; 6364 Dixie Hwy,Bridgeport,MI,48722,USA
-83.86105500000001,43.348738,Love's\,  RV Dump; 87 Truck Parking Spots; #0743,989-746-9561,I-75 Exit 144; 6560 Dixie Hwy,Bridgeport,MI,48722,USA
-82.92875,42.989282,Love's\,  RV Dump/Propane; 104 Truck Parking Spots; #0701,810-395-9690,I-69 Exit 176; 3191 Capac Rd,Capac,MI,48014,USA
-83.878244,42.295781,Pilot\, 80 Truck Parking Spots; #0296,734-426-0065,I-94 Exit 167; 195 Baker Rd,Dexter,MI,48130,USA
-83.8764,42.2963,TA\,  BP 203 Truck Parking Spots; #0089,734-426-3951,I-94 Exit 167; 200 Baker Road,Dexter,MI,48130,USA
-83.876931,42.301749,Pilot\, 80 Truck Parking Spots; #0021,734-426-4618,I-94 Exit 167; 750 Baker Rd,Dexter,MI,48130,USA
-83.344116,41.965192,Love's\,  RV Dump; 100 Truck Parking Spors; #0645,734-289-4111,I-75 Exit 18; 1609 Nadeau Rd,Frenchtown,MI,48161,USA
-84.678265,42.787484,Flying J\, RV Lanes/RV Dump/Propane; 265 Truck Parking Spots/RV Parking; #0667,517-627-7504,I-96 Exit 90/I-69 Exit 81; 7800 West Grand River Ave,Grand Ledge,MI,48837,USA
-86.071106,42.740342,Pilot\, 74 Truck Parking Spots; #1021,705-945-9000,I-196 Exit 49; 853 Interchange Dr,Holland,MI,49423,USA
-86.022162,42.783143,Love's\,  RV Dump/Propane; 70 Truck Parking Spots; #0742,616-772-3101,I-96 Exit 52; 9790 Adams St,Holland,MI,49424,USA
-85.07378,42.883291,Pilot\, 45 Truck Parking Spots; #0023,616-527-6520,I-96 Exit 67; 7205 South State Rd,Ionia,MI,48846,USA
-84.93073000000001,42.280206,Love's\,  RV Dump/Propane; 112 Truck Parking Spots; #0336,269-781-9203,I-94 Exit 112; 18720 Partello Rd,Marshall,MI,49068,USA
-83.365974,41.9244,Pilot\, 20 Truck Parking Spots; #0024,734-242-9650,I-75 Exit 15; 1100 North Dixie Hwy,Monroe,MI,48162,USA
-83.3632,41.9267,TA\,  BP 156 Truck Parking Spots; #0069,734-384-7952,I-75 Exit 15; 1255 N Dixie Hwy,Monroe,MI,48162,USA
-83.353782,41.963254,Pilot\, 60 Truck Parking Spots; #0284,734-457-3500,I-75 Exit 18; 1200 Nadeau Rd,Monroe,MI,48161,USA
-83.694294,41.799049,Pilot\, 170 Truck Parking Spots; #0026,734-854-1772,US 23 Exit 5; 6158 US 23,Ottawa Lake,MI,49267,USA
-83.89478100000001,43.4517,Flying J\, RV Lanes/RV Dump/Propane; 50 Truck Parking Spots/RV Parking; #0668,989-752-6350,I-75 Exit 151; 3475 East Washington,Saginaw,MI,48601,USA
-86.6001,41.8845,TA\,  BP 155 Truck Parking Spots; #0116,269-426-4884,I-94 Exit 12; 6100 Sawyer Road,Sawyer,MI,49125,USA
-82.543317,42.976044,Pilot\, 85 Truck Parking Spots; #0596,810-987-7823,I-69 Exit 196; 2424 Wadhams Rd,Smiths Creek,MI,48074,USA
-84.9942,42.1058,TA\,  Shell Propane; 85 Truck Parking Spots; #0243,517-767-4135,I-69 Exit 25; 15587 M-60,Tekonsha,MI,49092,USA
-83.240122,42.136773,Flying J\, RV Lanes; 225 Truck Parking Spots; #0895,734-675-0222,I-75 Exit 32A; 21055 West Rd,Woodhaven,MI,48183,USA
-93.31591999999999,43.6598,Love's\,  RV Dump; 66 Truck Parking Spots; #0337,507-373-3200,I-35 Exit 11; 2751 E. Main St,Albert Lea,MN,56007,USA
-93.3157,43.6577,Petro RV Dump; 305 Truck Parking Spots; #0398,507-373-4200,I-90/35 Exit 11; 820 Happy Trails Lane,Albert Lea,MN,56007,USA
-95.423415,45.860927000000004,Pilot\, 50 Truck Parking Spots; #0590,320-763-9222,I-94 Exit 100; 3181 Evergreen Ln,Alexandria,MN,56308,USA
-94.0549,45.4126,Petro\,  Holiday 150 Truck Parking Spots; #0389,320-558-2261,I-94 Exit 178; 950 State Hwy 24,Clearwater,MN,55320,USA
-93.97561879999999,45.3667339,AMBEST\,  Olsons Truck Stop 70 Truck Parking Spots,763-878-1655,I-94 Exit 183; 4101 148th St NW,Hasty,MN,55320,USA
-93.033287,44.780836,Pilot\, 43 Truck Parking Spots; #0581,615-438-3397,Hwy 52; 11650 Courthouse Rd,Inver Grove Heights,MN,55077,USA
-93.295548,44.470506,Flying J\, RV Lanes/RV Dump; 80 Truck Parking Spots; #0576,507-645-6082,I-35 Exit 69; 8051 Bagley Ave,Northfield,MN,55057,USA
-93.5492,45.1969,TA\,  Shell 80 Truck Parking Spots; #0190,763-428-2277,I-94 Exit 207; 13400 Rogers Drive,Rogers,MN,55374,USA
-94.9544242,45.7183908,AMBEST\,  Truckers Inn Sauk Centre 200 Truck Parking Spots,320-352-3692,I-94 Exit 127; 1420 S Main St,Sauk Centre,MN,56378,USA
-94.14903199999999,45.496045,Pilot\, 44 Truck Parking Spots; #0134,320-251-8455,I-94 Exit 171; 4231 Clearwater Rd,St Cloud,MN,56301,USA
-92.563654,39.762037,Love's\,  RV Dump/Propane; 100 Truck Parking Spots; #0621,660-773-5500,Hwy 36 Exit Route 0; 1402 State Hwy O,Bevier,MO,63532,USA
-90.22576,38.00577,Love's\,  RV Dump/Propane; 70 Truck Parking Spots; #0488,573-483-9235,I-55 Exit 157; 8349 Enterprise Dr,Bloomsdale,MO,63627,USA
-92.774373,38.939676,Pilot\, 150 Truck Parking Spots; #0044,660-882-9120,I-70 Exit 101; 1701 Ashley Rd,Boonville,MO,65233,USA
-92.77955,38.933867,Love's\,  RV Dump; 54 Truck Parking Spots; #0347,660-882-7770,I-70 Exit 101; 2501 W. Ashley Rd,Boonville,MO,65233,USA
-91.178488,39.33211,AMBEST\,  Ayerco 35 Truck Stop 60 Truck Parking Spots,573-324-3006,18099 Hwy 161 N,Bowling Green,MO,63334,USA
-90.448305,38.793405,Love's\,  RV Dump/Propane; 94 Truck Parking Spots; #0612,314-291-9416,Hwy 370 Exit 9; 13945 Missouri Bottom Road,Bridgeton,MO,63044,USA
-94.21506099999999,39.749003,AMBEST\,  Shell Food Mart 25 Truck Parking Spots,816-632-2156,I-35 Exit 54; 1514 Bob Griffin Rd,Cameron,MO,64429,USA
-91.538719,40.123736,AMBEST\,  Ayerco 32 Travel Plaza 40 Truck Parking Spots,573-288-0378,1700 Oak St,Canton,MO,63435,USA
-89.31438399999999,36.922086,Flying J\, RV Lanes; 65 Truck Parking Spots; #0571,573-682-4153,I-57 Exit 2; 2460 E Marshall,Charleston,MO,63834,USA
-93.621501,37.874751,Pilot\, 35 Truck Parking Spots; #0385,417-275-4796,9890 Hwy 13,Collins,MO,64738,USA
-93.5678,38.9941,TA\,  Shell 146 Truck Parking Spots; #0018,660-463-2001,I-70 Exit 58; 102 N W 4th Street,Concordia,MO,64020,USA
-91.409257,38.07492,AMBEST\,  Midwest Travel Plaza 400 Truck Parking Spots,573-885-3229,I-44 Exit 208; 748 Hwy 19,Cuba,MO,65453,USA
-93.978658,40.466248,Love's\,  RV Dump/Propane; 50 Truck Parking Spots; #0500,660-867-5300,I-35 Exit 106; 21022 State Highway N,Eagleville,MO,64442,USA
-90.439848,38.54364,Pilot\,  Road Ranger 25 Truck Parking Spots; #0145,815-566-4043,I-44 Exit 275; 205 North Hwy Dr,Fenton,MO,63026,USA
-90.95215300000001,38.818785999999996,Pilot\,  Mr Fuel 24 Truck Parking Spots; #0715,636-673-1011,I-70 Exit 203; 11 Hwy W,Foristell,MO,63348,USA
-90.9495,38.8171,TA\,  BP 95 Truck Parking Spots; #0175,636-673-2295,I-70 Exit 203; 3265 N. Service Road East,Foristell,MO,63348,USA
-94.35536,38.636049,Love's\,  RV Dump/Propane; 88 Truck Parking Spots; #0616,816-887-2050,I-49 Exit 158; 2611 Brookhart Road,Harrisonville,MO,64701,USA
-94.351589,38.616421,Sapp TC\,  94 Truck Parking Spots,816-884-3306,I-49 Exit 157; 27603 SW Outer Rd,Harrisville,MO,64701,USA
-89.726098,36.227739,Pilot\, RV Dump; 120 Truck Parking Spots; #0442,573-359-2007,I-55 Exit 19; 1701 Hwy 84 East,Hayti,MO,63851,USA
-93.733623,39.003149,Pilot\, RV Lanes/RV Dump; 125 Truck Parking Spots; #0443,660-584-8484,I-70 Exit 49; 6676 Hwy 13,Higginsville,MO,64037,USA
-94.429973,37.055440999999995,Flying J\, RV Lanes/RV Dump/Propane; 160 Truck Parking Spots/RV Parking; #0669,417-626-7600,I-44 Exit 11A; 11570 Hwy FF,Joplin,MO,64804,USA
-94.54436621,37.01294822,Love's\,  RV Dump/Propane; 25 Truck Parking Spots; #0282,417-206-0684,I-44 Exit 4; 4013 Hwy 43,Joplin,MO,64804,USA
-94.5523,37.0072,Petro\,  BP 475 Truck Parking Spots; #0354,417-624-3400,I-44 Exit 4; 4240 Hwy 43,Joplin,MO,64804,USA
-94.552952,37.004576,Pilot\, 90 Truck Parking Spots; #0317,417-781-0255,I-44 Exit 4; 4500 Hwy 43 South,Joplin,MO,64804,USA
-94.47630720000001,39.156414700000006,Pilot\, 15 Truck Parking Spots; #1126,816-453-0076,I-435 Exit 55; 8801 NE Birmingham Road,Kansas City,MO,64161,USA
-94.497324,39.130651,Flying J\, Propane; 121 Truck Parking Spots/RV Parking; #0768,816-483-7600,I-435 Front Street Exit; 1300 N Corrington ve,Kansas City,MO,64120,USA
-94.374155,39.369362,Pilot\, 125 Truck Parking Spots; #0252,816-635-4015,I-35 Exit 26; 600 West SR 92,Kearney,MO,64060,USA
-91.9399,38.9426,Petro\,  Mobil 235 Truck Parking Spots; #0318,573-642-0676,I-70 Exit 148; 3304 Gold Road,Kingdom City,MO,65262,USA
-94.297722,37.492447,AMBEST\,  Lamarti's Truck Stop 150 Truck Parking Spots,417-682-6034,I-49 Exit 77; 71 Hwy 160,Lamar,MO,64759,USA
-92.577407,37.115026,AMBEST\,  Signal Food Store #110 4 Truck Parking Spots,417-924-8886,711 Business 60,Mansfield,MO,65704,USA
-89.59756,36.518392999999996,Pilot\, 70 Truck Parking Spots; #0301,573-643-2320,I-55 Exit 40; 917 East Elm St,Marston,MO,63866,USA
-89.541289,36.758179,Love's\,  RV Dump; 90 Truck Parking Spots; #0313,573-471-4944,I-55 Exit 58; 100 Love?s Industrial Dr,Matthews,MO,63867,USA
-89.541742,36.760218,Flying J\, RV Lanes/RV Dump/Propane; 188 Truck Parking Spots/RV Parking; #0671,573-472-3336,I-55 Exit 58; 703 Hwy 80,Matthews,MO,63867,USA
-89.5346,36.7582,TA\,  Valero 114 Truck Parking Spots; #0051,573-471-8644,I-55 Exit 58; 854 State Hwy 80,Matthews,MO,63867,USA
-91.704729,37.00042,AMBEST\,  Signal Food Store - Mountain View 6 Truck Parking Spots,417-934-5941,513 N Pine St,Mountain View,MO,65548,USA
-93.8065,37.0948,TA\,  Conoco 150 Truck Parking Spots; #0072,417-466-9230,I-44 Exit 46; 1000 E. Mt. Vernon Blvd.,Mt. Vernon,MO,65712,USA
-94.427612,36.879908,Love's\,  RV Dump/Propane; 82 Truck Parking Spots; #0585,417-451-2669,I-49 Exit 27; 12009 East Hwy 86,Neosho,MO,64850,USA
-94.32478499999999,37.835265,Pilot\, 45 Truck Parking Spots; #0167,417-667-3271,US 71; 2424 E Austin Rd,Nevada,MO,64772,USA
-91.402271,39.573995000000004,Love's\,  RV Dump; 112 Truck Parking Spots; #0669,573-985-5683,Hwy 61 Exit Hwy 19; 17550 Highway 19,New London,MO,63459,USA
-94.1302,39.0176,TA\,  Shell 118 Truck Parking Spots; #0052,816-690-4115,I-70 Exit 28; 100 N Broadway,Oak Grove,MO,64075,USA
-94.1322,39.0157,Petro\,  Petro RV Dump; 305 Truck Parking Spots; #0370,816-690-4455,I-70 Exit 28; 301 SW First Street,Oak Grove,MO,64075,USA
-93.222987,37.069812,AMBEST\,  Signal Food Store - Ozark 6 Truck Parking Spots,417-581-9902,1690 W Hwy J,Ozark,MO,65721,USA
-90.75818199999999,38.487887,Pilot\, 90 Truck Parking Spots; #0208,636-257-4100,I-44 Exit 257; 1475 Thornton St,Pacific,MO,63069,USA
-91.50915,39.692017,AMBEST\,  Ayerco 44 Rocket Truck Stop 50 Truck Parking Spots,573-248-0006,7233 Hwy 36,Palmyra,MO,63461,USA
-94.451555,38.723308,Flying J\, RV Lanes/RV Dump/Propane; 165 Truck Parking Spots/RV Parking; #0672,816-779-8000,US 71 Exit J; 700 J Hwy,Peculiar,MO,64078,USA
-90.405087,38.285981,Pilot\,  Mr Fuel 14 Truck Parking Spots; #0718,636-475-7403,I-55 Exit 180; 8915 Weier Rd,Pevely,MO,63070,USA
-95.55794300000001,40.406225,AMBEST\,  Trail's End 30 Truck Parking Spots,660-744-6217,I-29. Exit 110; 1303 Hwy 136 W,Rock Port,MO,64482,USA
-91.71933,37.981593,Love's\,  RV Dump/Propane; 89 Truck Parking Spots; #0341,573-426-5683,I-44 Exit 189; 3500 Hy Point Ind. Park Dr,Rolla,MO,65401,USA
-94.786901,39.72238,Love's\,  RV Dump; 80 Truck Parking Spots; #0235,816-279-8870,I-29 Exit 44; 4601 S. Leonard Rd,Saint Joseph,MO,64507,USA
-90.218238,38.684953,Love's\,  93 Truck Parking Spots; #0461,314-383-0506,I-70 Exit 246A; 6124 North Broadway,Saint Louis,MO,63147,USA
-89.58391800000001,36.854011,Love's\,  RV Dump/Propane; 67 Truck Parking Spots; #0643,573-472-6428,Hwy 60 Exit Hwy 61/62; 1401 South Main St,Sikeston,MO,63801,USA
-93.38118,37.213021000000005,Flying J\, Propane; 100 Truck Parking Spots/RV Parking; #1061,417-864-4175,I-44 Exit Exit 72; 4939 W Chestnut Expy,Springfield,MO,65802,USA
-90.20281,38.6732,AMBEST\,  Energy Express Travel Center 40 Truck Parking Spots,314-241-0527,I-70 Exit 247; 4500 N Broadway,St. Louis,MO,63147,USA
-92.100176,37.836098,Pilot\,  Road Ranger 75 Truck Parking Spots; #0242,815-315-4953,I-44 Exit 163; 22345 Hwy 28,St. Robert,MO,65584,USA
-89.830825,36.083007,AMBEST\,  Deerfield TC 130 Truck Parking Spots,573-695-2810,I-55 Exit 8; 140 Hwy 61,steele,MO,63877,USA
-93.1157,37.2756,TA\,  Conoco 130 Truck Parking Spots; #0137,417-736-2161,I-44 Exit 88; 225 E. Evergreen,Strafford,MO,65757,USA
-93.11256,37.276990000000005,Love's\,  RV Dump/Propane; 90 Truck Parking Spots; #0458,417-736-9043,I-44 Exit 88; 400 N. State Highway 125,Strafford,MO,65757,USA
-91.158632,38.225932,Flying J\, RV Lanes/RV Dump/Propane; 160 Truck Parking Spots/RV Parking; #0673,573-860-8880,I-44 Exit 226; 1500 AF Hwy,Sullivan,MO,63080,USA
-90.851007,38.475516999999996,Pilot\,  Mr Fuel 12 Truck Parking Spots; #0717,636-451-5569,I-44 Exit 251; 3324 Hwy 100,Villa Ridge,MO,63089,USA
-91.228114,38.840342,Flying J\, RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0674,636-456-2021,I-70 Exit 188; #1 Camp Branch Rd,Warrenton,MO,63383,USA
-91.569996,40.395804999999996,Flying J\, RV Lanes/RV Dump/Propane; 99 Truck Parking Spots/RV Parking; #0675,660-754-1550,Hwy 136 & Hwy 61; 102 Fore Dr,Wayland,MO,63472,USA
-89.915851,34.351485,Love's\,  Propane; 78 Truck Parking Spots; #0388,662-563-1852,I-55 Exit 246; 725 Hwy 35 N,Batesville,MS,38606,USA
-88.933289,30.452111,Love's\,  Propane; 103 Truck Parking Spots; #0402,228-396-5646,I-10 Exit 44; 11332 Cedar Lake Rd,Biloxi,MS,39532,USA
-90.072554,32.604052,Love's\,  RV Dump/Propane; 33 Truck Parking Spots; #0208,601-859-9370,I-55 Exit 119; 1545 Peace St,Canton,MS,39046,USA
-88.378138,33.518509,Love's\,  RV Dump/Propane; 60 Truck Parking Spots; #0564,662-244-4793,Hwy 82 Exit Hwy 50; 525 Tuscaloosa Road,Columbus,MS,39702,USA
-90.15535899999999,32.279214,Love's\,  RV Dump/Propane; 100 Truck Parking Spots; #0420,601-420-8324,I-20 Exit 47; 730 Hwy 80 E,Flowood,MS,39232,USA
-89.19060214,30.41866282,Love's\,  RV Dump/Propane; 97 Truck Parking Spots; #0595,228-832-0199,I-10 Exit 28; 9240 County Farm Rd,Gulfport,MS,39503,USA
-89.137685,30.420777,Flying J\, RV Lanes/RV Dump/Propane; 165 Truck Parking Spots/RV Parking; #0676,228-868-2711,I-10 Exit 31; 9351 Canal Rd,Gulfport,MS,39503,USA
-90.630626,33.457669,Love's\,  RV Dump/Propane; 62 Truck Parking Spots; #0559,662-887-7885,Hwy 82 Exit Hwy 49W; 1212 Hwy 82 East,Indianola,MS,38751,USA
-90.1977,32.2787,Petro\,  Valero 194 Truck Parking Spots; #0328,601-292-0940,I-20/53 Exit 205; 970 I-20 W. Frontage Road,Jackson,MS,39201,USA
-90.193042,32.272694,Pilot\, 120 Truck Parking Spots; #0077,601-968-9491,I-55/20 Exit 45; 2520 South Gallatin St,Jackson,MS,39204,USA
